,DATE,AUTHOR,IMAGE,TEXT,KEYWORDS,SUMMARY,kmeans
698,13-9-2014,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"KOHIMA: Nagaland health minister P Longon talked about the need to come up with state-specific strategies for effective implementation of HIV programme in the northeast states keeping in mind the unique social structure. He was addressing a gathering on the concluding day of the Second North-East Conclave on HIV/AIDS on Saturday.The three-day programme focused on the preventions of the disease and a comprehensive analysis of the HIV/AIDS scenario in the NE states. The minister expressed his concern at the rising trend of HIV in the region and dwelt on the need to intensify awareness campaigns on the importance of interpersonal communication in the rural areas. He extolled NSACS and NACO for paying special attention to NE and for the successful implementation of oral substitution therapy (OST) programmes in the state. Presently, 28 OST centres are functioning in Nagaland.Nagaland additional chief secretary CJ Ponraj said HIV patients were ill-treated when the disease was first discovered in 1989 owing to the lack of awareness. People have come a long way and the World Health Organization and NACO are doing commendable job in driving away the ignorance in common people.","['concludes', 'hiv', 'programme', 'states', 'ne', 'need', 'naco', 'kohima', 'implementation', 'minister', 'northeast', 'conclave', 'ost']","KOHIMA: Nagaland health minister P Longon talked about the need to come up with state-specific strategies for effective implementation of HIV programme in the northeast states keeping in mind the unique social structure.
He was addressing a gathering on the concluding day of the Second North-East Conclave on HIV/AIDS on Saturday.The three-day programme focused on the preventions of the disease and a comprehensive analysis of the HIV/AIDS scenario in the NE states.
He extolled NSACS and NACO for paying special attention to NE and for the successful implementation of oral substitution therapy (OST) programmes in the state.
Presently, 28 OST centres are functioning in Nagaland.Nagaland additional chief secretary CJ Ponraj said HIV patients were ill-treated when the disease was first discovered in 1989 owing to the lack of awareness.
People have come a long way and the World Health Organization and NACO are doing commendable job in driving away the ignorance in common people.",0
699,14-9-2014,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"KANPUR: Raj Kumar (name changed), a resident of Kanpur Dehat met with an accident and was taken to Ursula hospital in serious condition on Wednesday. He had suffered multiple fractures in his right leg. The doctors started the treatment but after knowing that he was a HIV patient, they allegedly left him alone on the operation table. His pain was unbearable but no doctor was allegedly ready to treat him.“We were told to leave the hospital and seek treatment from other hospital. We took our patient to a private hospital where, thankfully, the doctors treated Raj Kumar. He is better now,” one of Kumar’s relatives said.Similar was the case of Mahinder Singh (name changed), who was denied admission in LLR Hospital on Saturday. According to the patient’s kin, he was taken to LLR Hospital’s medicine department in a serious condition. But, when the hospital staff denied admission, they took him to ART Centre which is meant to treat and rehabilitate HIV positive or AIDS patients.They added that Singh was spotted by a NGO van and was lucky enough to get proper treatment by the doctors working for the NGO.Contacted, director of Ursula Hospital Dr R Saxena said, “The hospital lacks special medicines that are recommended to HIV patients. HIV positive patients are given much stronger medicines which are different from the regular drugs. These medicines are not available in every hospital. Government provides these drugs to LLR Hospital, so we refer such patients to that hospital. Raj Kumar was also referred to LLR Hospital and it was his choice to seek help from a private hospital.”When contacted for comments, head, department of medicine at the LLR Hospital Dr Aarti Lalchandani said that she was unaware about the case. “No one contacted me about this case. Moreover, we have certain limitations. There is a process of admission and we cannot admit every other patient coming to us. He must have some other problem, probably out of the area of medicine department because of which he was left untreated. HIV patients are mostly referred to cardiology, cancer or TB hospital ,” she said.When asked as to why HIV patients are not given proper care and attention, the doctor clarified that they do provide good care to these patients. “We have all the facilities in our hospital. We give them strong medicines and give them proper attention. We don’t do surgeries in cases where there is no hope,” she said.","['raj', 'llr', 'hospital', 'hiv', 'patient', 'medicine', 'patients', 'proper', 'hivaids', 'treatment', 'refuse', 'hospitals', 'medicines', 'admit']","The doctors started the treatment but after knowing that he was a HIV patient, they allegedly left him alone on the operation table.
He is better now,” one of Kumar’s relatives said.Similar was the case of Mahinder Singh (name changed), who was denied admission in LLR Hospital on Saturday.
According to the patient’s kin, he was taken to LLR Hospital’s medicine department in a serious condition.
Government provides these drugs to LLR Hospital, so we refer such patients to that hospital.
HIV patients are mostly referred to cardiology, cancer or TB hospital ,” she said.When asked as to why HIV patients are not given proper care and attention, the doctor clarified that they do provide good care to these patients.",3
700,18-9-2014,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"RAJKOT: Dilip Prajapati (name changed), a 35-year-old HIV+ patient in Bhavnagar, had barely recovered from the shock of his wife's suicide. An AIDS patient herself for seven years, she was tired of the disease and committed suicide by setting herself ablaze on September 2.Instead of standing by him in this difficult time, Prajapati's community slapped a fine of Rs 1.11 lakh on him. Prajapati, who earns Rs 150 a day by working as a labourer at a food eatery, was forced to borrow money and sell ornaments of his wife to pay the fine.""I was told that since my wife committed suicide, I should pay a fine of Rs 1.11 lakh. I am a very poor person so had to bow down to the community leaders' demands,"" Prajapati, who belongs to Gurjar Kadiya-Kumbhar Prajapati community, told TOI.""I don't know why I was fined. I have not committed any crime. I have borrowed money and sold ornaments to pay the fine,"" said Prajapati, who paid the money on Friday.Prajapati spend most of his earnings on medication.It is learnt that his wife's brother and other relatives have taken away a huge chunk of this fine. When TOI contacted Mahadev Prajapati, his brother-in-law, he denied even knowing Prajapati.Prajapati, however, has got support from his neighbours, who approached deputy superintendent police, Imtiaz Sheikh. ""We can only look into the matter if Prajapati comes to meet us personally,"" Sheikh told TOI.Prajapati and his wife belong to Abhepara village of Banaskantha district's Vav taluka.","['prajapati', 'penalized', 'suicide', 'hiv', 'told', 'committed', 'money', 'man', 'wife', 'rs', 'community', 'pay', 'wifes', 'fine']","RAJKOT: Dilip Prajapati (name changed), a 35-year-old HIV+ patient in Bhavnagar, had barely recovered from the shock of his wife's suicide.
An AIDS patient herself for seven years, she was tired of the disease and committed suicide by setting herself ablaze on September 2.Instead of standing by him in this difficult time, Prajapati's community slapped a fine of Rs 1.11 lakh on him.
Prajapati, who earns Rs 150 a day by working as a labourer at a food eatery, was forced to borrow money and sell ornaments of his wife to pay the fine.
""I was told that since my wife committed suicide, I should pay a fine of Rs 1.11 lakh.
I am a very poor person so had to bow down to the community leaders' demands,"" Prajapati, who belongs to Gurjar Kadiya-Kumbhar Prajapati community, told TOI.",3
701,18-9-2014,['Shimona Kanwar'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"CHANDIGARH: Three babies to be delivered in few days at different hospitals in Amritsar and Batala, stand a huge risk of being HIV positive. Following nevarapine oral suspension, a preventive medicine against transmission from HIV positive mother to a new born, which is out of stock, pregnant mothers are a worried lot.The medicine is not available either in the market or government run Anti Retroviral Therapy (ART) medicine. The situation started in March at Tarn Taran when a baby could not be saved from being HIV due to the absence of another medicine, Zidovudine. This medicine is given after 40 days dosage of nevarapine in new born. ""And the same conditions continues to prevail,"" said Tarseem Singh, president of Umeed , an NGO in Amritsar that has been working for the cause.The NGO has written several letters to the officials at the Punjab state Aids Control Society, but in vain. On the non availability of the preventive medicines for HIV transmission in the new born, assistant project director, Punjab AIDS Control Society, Manpreet Chatwal, said, ""The medicine is not 100% preventive. There can be children who can turn positive from the infected mothers even after they are on these drugs. However, you come across such instances, please inform us. we will try and reach out to provide required medical aid.""The apathy of the government towards the positives does not end here. The labour rooms in the government hospital in Amritsar has expired medicines stock, which have no potency to save the transmission. ""A couple of days ago, a baby girl contracted the virus, soon after her delivery, from her mother. The baby was given a medicine which was three days short of expiry. These preventive medicines which have expired are still kept in the labour room of Guru Nanak Dev government hospital, Amritsar,"" said Tarseem.To make the matters worse, Dry Blood Spot (DBS) analysis, a test which can detect the HIV status in the new born is also not available anywhere in Punjab. Accordingly the doctors start the new born HIV on ART drugs. ""Though the actual status of the new born is known after he or she is 18 months, delay in ART medicines after the DBS test can further enhance the virus,"" said a paediatrician in PGI.","['goes', 'preventive', 'hiv', 'medicine', 'transmission', 'drug', 'preventing', 'born', 'days', 'amritsar', 'punjab', 'positive', 'stock', 'medicines', 'mothertobaby']","CHANDIGARH: Three babies to be delivered in few days at different hospitals in Amritsar and Batala, stand a huge risk of being HIV positive.
Following nevarapine oral suspension, a preventive medicine against transmission from HIV positive mother to a new born, which is out of stock, pregnant mothers are a worried lot.The medicine is not available either in the market or government run Anti Retroviral Therapy (ART) medicine.
On the non availability of the preventive medicines for HIV transmission in the new born, assistant project director, Punjab AIDS Control Society, Manpreet Chatwal, said, ""The medicine is not 100% preventive.
The labour rooms in the government hospital in Amritsar has expired medicines stock, which have no potency to save the transmission.
Accordingly the doctors start the new born HIV on ART drugs.",0
702,21-9-2014,[],https://static.toiimg.com/photo/msid-42601953/42601953.jpg?26419,"Real Star Upendra’s concern for humanity came to the fore recently in Mysore, when he adopted a nine year old girl Sonali , who is suffering from HIV. The actor adopted after inaugurating Virus free India-2015 programme.The actor said, “Money is not important in life. We should always dedicate some money towards charity to make life more meaningful. The kids who are suffering from HIV are kids of god.” Upendra was accompanied by his wife and actress Priyanka . Many other VIP’S who were part of the programme too adopted HIV affected children.On film front, the actor is gearing up for the release of the movie Superro Ranga, remake of the Telugu film Kick. The film has Krithi Kharbanda and Priyanka Rao in the female lead.","['adopted', 'kids', 'adopts', 'life', 'upendra', 'hiv', 'suffering', 'priyanka', 'actor', 'wife', 'children', 'money', 'hivaffected', 'film']","Real Star Upendra’s concern for humanity came to the fore recently in Mysore, when he adopted a nine year old girl Sonali , who is suffering from HIV.
The actor adopted after inaugurating Virus free India-2015 programme.The actor said, “Money is not important in life.
We should always dedicate some money towards charity to make life more meaningful.
The kids who are suffering from HIV are kids of god.” Upendra was accompanied by his wife and actress Priyanka .
The film has Krithi Kharbanda and Priyanka Rao in the female lead.",0
703,22-9-2014,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"RAJKOT: The 35-year-old HIV+ man, who was forced to cough up Rs 1.11 lakh as penalty by his community for his wife's suicide, is a relieved man now.After TOI published the report on the bizarre order of members of the Gurjar Kadiya-Kumbhar Prajapati community, the man Dilip Prajapati (name changed) has got back the money.""After the news (about penalty) was published, one of the community members came to him and returned Rs 56,000. The rest of the money had been taken by Dilip's in-law who lives in Abhepar village in Vav taluka of Banaskantha district,"" said a source.However, Dilip doesn't mind losing the remaining money as he had got the cash by selling his wife's ornaments.Dilip's wife, who too was an AIDS patient for the last seven years, had committed suicide on September 2. However, instead of standing by him in this difficult time, Prajapati's community slapped a fine of Rs 1.11 lakh on him. Prajapati, who earns Rs 150 a day by working as a labourer at a food eatery, was forced to borrow money and sell ornaments of his wife to pay the fine.""I would now repay the lenders,"" said Dilip. In these testing times, Prajapati got the support of his neighbours, who had even approached the police to help him get back the money. ""We know Dilip since a long time and it was our duty to stand by him in the time of grief and crisis,"" said his neighbour Hardevsinh Gohil.","['gets', 'revoked', 'prajapati', 'dilip', 'suicide', 'hiv', 'bizarre', 'published', 'man', 'community', 'rs', 'wife', 'money', 'wifes', 'penalty']","RAJKOT: The 35-year-old HIV+ man, who was forced to cough up Rs 1.11 lakh as penalty by his community for his wife's suicide, is a relieved man now.After TOI published the report on the bizarre order of members of the Gurjar Kadiya-Kumbhar Prajapati community, the man Dilip Prajapati (name changed) has got back the money.
""After the news (about penalty) was published, one of the community members came to him and returned Rs 56,000.
However, instead of standing by him in this difficult time, Prajapati's community slapped a fine of Rs 1.11 lakh on him.
Prajapati, who earns Rs 150 a day by working as a labourer at a food eatery, was forced to borrow money and sell ornaments of his wife to pay the fine.
In these testing times, Prajapati got the support of his neighbours, who had even approached the police to help him get back the money.",3
704,22-9-2014,['Shimona Kanwar'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"CHANDIGARH: Four batches of ""three days training for ANMs on HIV/AIDS and ART"" organized by Dr Sandhya Ghai (principal coordinator, GFATM Project) principal, (NINE) National Institute of Nursing Education (NINE), PGIMER, Chandigarh under Global Fund for AIDS, Tuberculosis and Malaria (GFATM) in association with Indian Nursing Council, New Delhi was successfully completed on Wednesday.A total of 118 teachers were trained in these workshops. With a gain in Pre test- Post Test Scores by 34% they are now trained trainers under the GFATM Project.The goal of these trainings was, to provide basic information on HIV AIDS & antiretroviral therapy (ART) to the teachers of all ANM Nursing Training Schools of Chandigarh, Himachal Pradesh & Punjab so that they impart the same training to their ANM students (future Auxiliary Nurses) hence enabling them to adequately support, care & treat their patients who are HIV Positive.This course has been designed for ANMs working in Primary/ Community Health Centres/ ICTC/ FICTCs. The teachers have been trained about Basics of HIV/AIDS, Stigma & Discrimination, and Counselling & Testing for HIV, and Prevention of parent to child transmission (PPTCT), Infection control & Post Exposure Prophylaxis (PEP), Sexually Transmitted Infections in HIV.The lectures were followed by group works such as role plays, presentations and discussions. Participants from various places evaluated the workshop as a complete learning experience which would help them to deal with HIV positive and AIDS patient confidently.","['aids', 'hiv', 'test', 'days', 'chandigarh', 'hivaids', 'trained', 'training', 'nursing', 'principal', 'art', 'anms', 'teachers', 'gfatm', 'completed']","CHANDIGARH: Four batches of ""three days training for ANMs on HIV/AIDS and ART"" organized by Dr Sandhya Ghai (principal coordinator, GFATM Project) principal, (NINE) National Institute of Nursing Education (NINE), PGIMER, Chandigarh under Global Fund for AIDS, Tuberculosis and Malaria (GFATM) in association with Indian Nursing Council, New Delhi was successfully completed on Wednesday.A total of 118 teachers were trained in these workshops.
With a gain in Pre test- Post Test Scores by 34% they are now trained trainers under the GFATM Project.The goal of these trainings was, to provide basic information on HIV AIDS & antiretroviral therapy (ART) to the teachers of all ANM Nursing Training Schools of Chandigarh, Himachal Pradesh & Punjab so that they impart the same training to their ANM students (future Auxiliary Nurses) hence enabling them to adequately support, care & treat their patients who are HIV Positive.This course has been designed for ANMs working in Primary/ Community Health Centres/ ICTC/ FICTCs.
The teachers have been trained about Basics of HIV/AIDS, Stigma & Discrimination, and Counselling & Testing for HIV, and Prevention of parent to child transmission (PPTCT), Infection control & Post Exposure Prophylaxis (PEP), Sexually Transmitted Infections in HIV.The lectures were followed by group works such as role plays, presentations and discussions.
Participants from various places evaluated the workshop as a complete learning experience which would help them to deal with HIV positive and AIDS patient confidently.",0
705,25-9-2014,['Anuja Jaiswal'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,": Anti-retroviral therapy (ART) clinics in Chhattisgarh have run out of the crucial drug Nevirapine, used to prevent mother-to-child transmission of HIV, leaving many exposed to the risk of the deadly disease.

RAIPURAccording to officials, five ART centres that provide the drug free to HIV positive patients across the state have no stock of nevirapine syrup and tablets and some other medicines too could soon run out since no fresh stocks are coming in. Chhattisgarh Network for People Living with HIV said the shortage had exposed many to risks of the disease.Doctors revealed that pregnant women are supposed to receive a single dose of the drug at the time of labour and their newborn babies get a single dose of the drug syrup immediately after birth. ""Many babies in the state have missed this required dose, said president of Chhattisgarh Network of Positive People (CNPP), Rinki Arora.She said however, medicines- Tenofovir-lamivudine combination, which is prescribed to adults, and a lopinavir-ritonavir combination syrup that is given to children are available for next two months. However, they are apprehensive of yet another crises building up as it's already happened five times this year that stocks had run out.Talking to TOI, Rinki said she was in Delhi just to discuss the treatment strategy, as ART centres would soon be going out of stock of many medicines including tenofovir-lamivudine and lopinavir-ritonavir"". She said this is the big issue as drugs are necessary for the health of the mother and child.Secretary of CNPP, K Mukesh, said recently around 15 deliveries in Durg, 11 in Raipur and four in Bilaspur were conducted without the newborns being given the mandatory dose of nevirapine. He said the cost of one bottle is around Rs 1,200 and the dose is given according to weight but due to its cost, people don't buy it. He said that as per new guidelines of NACO, the drug is required to administer to newborns within six months.When contacted, additional project director, Dr SK Binjhwar, said there is shortage of nevirapine syrup but we can't do anything about it as only one company manufactures the same and there is no supply from it. According to officials, around 17,000 HIV patients including 2,500 children are registered at ART centres in the state.","['given', 'hiv', 'drug', 'nevirapine', 'art', 'syrup', 'medicines', 'state', 'clinics', 'dose', 'run']",": Anti-retroviral therapy (ART) clinics in Chhattisgarh have run out of the crucial drug Nevirapine, used to prevent mother-to-child transmission of HIV, leaving many exposed to the risk of the deadly disease.
RAIPURAccording to officials, five ART centres that provide the drug free to HIV positive patients across the state have no stock of nevirapine syrup and tablets and some other medicines too could soon run out since no fresh stocks are coming in.
Chhattisgarh Network for People Living with HIV said the shortage had exposed many to risks of the disease.Doctors revealed that pregnant women are supposed to receive a single dose of the drug at the time of labour and their newborn babies get a single dose of the drug syrup immediately after birth.
He said the cost of one bottle is around Rs 1,200 and the dose is given according to weight but due to its cost, people don't buy it.
According to officials, around 17,000 HIV patients including 2,500 children are registered at ART centres in the state.",0
706,27-9-2014,['Syed Intishab Ali'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"JAIPUR: One out of 30 sex workers in brothels of the state is living with HIV. The prevalence of the virus among sex workers in brothels is higher than street-based and home-based sex workers, according to an RSCACS report. Rajasthan State AIDS Control Society 's (RSACS) state report released recently shows that one out of 71 street-based sex workers and one out of 208 home-based sex workers are living with HIV.""HIV prevalence varied depending upon type of sex work. Higher prevalence of 3.25% has been found among brothel-based sex workers followed by 1.4% among street-based and 0.48% in home-based sex workers,"" according to the report.The report elaborates that HIV prevalence varies among female sex workers (FSW) on the time they had spent in the work. ""Considering the duration of sex work, highest positivity has been recorded among those who are in the profession of sex work for around 3 to 5 years. During the HIV Sentinel Surveillance (HSS) 2008, the highest positivity of 6.25% was seen among new entrants (i.e. six months to one year of sex work). In HSS 2010-11, among new entrants, the HIV prevalence is only 1.67% which is reduced by 5.58% as compared to HSS 2008,"" the report says.The HIV positivity among sex workers with one to six years in the profession is 1.67%, among those with one to 3 years is 0.38%, those with 3-5 years have highest prevalence of 2.39% and with more than 5 years in profession, such workers have 1.36% of prevalence.RSACS officials claimed that the HIV prevalence among sex workers have declined over the past few years. ""Result of the HSS 2010-11 shows that the overall HIV prevalence amongst female sex workers is 1.28%, a significant decrease of 2.53% from 2008. Three consistent sites Ajmer, Alwar and Banswara showed significant decrease in prevalence,"" the report says.The result of HSS 2010-11 shows that highest HIV prevalence rates among FSWs have been recorded in eastern and southern parts of the state.""Nearly one out of 20 female sex workers are living with HIV in Alwar, while Udaipur and Ajmer have almost one out 100 sex workers with HIV, Ganganagar has one out of 200 sex workers with HIV,"" the report says.Alwar has higher prevalence as the work is brothel based. An RSACS official said the prevalence among the sex workers is on the decline because they are more aware of precautions and also the officials are conducting individual tracking to prevent HIV infections among FSWs.While comparing prevalence between rural and urban areas, it has been found in HSS 2010 data that prevalence rate is higher in rural areas (1.95%) as compared to urban areas (0.57%).""A scrutiny of higher vulnerability to HIV rendering to the characteristics of the population marks that women who have certain education are more informed, and thus better able to protect themselves from HIV. This was observed in HSS 2010 data where educated female sex workers comprised a lower proportion (1.01%) of the total number of HIV positive than their illiterate counterparts,"" the report says.Moreover, the positivity is on the decline among young female sex workers aged 20-29 years. It was 4.24% in 2008 compared to 1.78% in 2010-2011, a decline of 2.46%.","['positivity', 'hiv', 'sex', 'prevalence', 'workers', 'higher', 'hss', 'report', 'work', 'female', 'decline', 'state']","The prevalence of the virus among sex workers in brothels is higher than street-based and home-based sex workers, according to an RSCACS report.
Rajasthan State AIDS Control Society 's (RSACS) state report released recently shows that one out of 71 street-based sex workers and one out of 208 home-based sex workers are living with HIV.
Higher prevalence of 3.25% has been found among brothel-based sex workers followed by 1.4% among street-based and 0.48% in home-based sex workers,"" according to the report.The report elaborates that HIV prevalence varies among female sex workers (FSW) on the time they had spent in the work.
""Result of the HSS 2010-11 shows that the overall HIV prevalence amongst female sex workers is 1.28%, a significant decrease of 2.53% from 2008.
""Nearly one out of 20 female sex workers are living with HIV in Alwar, while Udaipur and Ajmer have almost one out 100 sex workers with HIV, Ganganagar has one out of 200 sex workers with HIV,"" the report says.Alwar has higher prevalence as the work is brothel based.",2
707,2-10-2014,['Sumati Yengkhom'],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"KOLKATA: The staff and students of the Government College of Nursing at R G Kar Medical College and Hospital brought smiles to 100 HIV positive children by gifting them new clothes and study materials in the run-up to the Pujas.Habra’s Leena Das (name changed) said, “My husband died in January this year nine months after he was detected with full blow AIDS. My two sons and I are also HIV positive. My children are too young to understand the implications of the virus. Like other kids they were looking forward for new clothes, which I was unable to afford. I am so touched by the gesture of these sisters.” Leena works as a tailor and her income is inadequate to take care of her family.These HIV positive children are under the North 24-Parganas Network for People living with HIV/AIDS, Barasat (NNP+), who facilitates their health check-ups, treatment and other support. Majority of these children got infected from their parents while few are thalassemic and got the virus during blood transfusions. Most are orphans as their parents have succumbed to AIDS.“There are about 400 children under NNP+, many of whom have lost their parents to AIDS. Their families do not want to keep them due to the stigma. And so far there is no shelter home for these children from the government. But this effort by the staff and students of the nursing college is a reason to cheer for these children,” said Samir Biswas of NNP + Barasat.The ‘joy of giving’ campaign also provided the nursing students with an opportunity to interact with HIV positive individuals. Principal Dr Subrata Sarkar hugged the children, shook hands and mixed with them, sending a message to students that HIV positive individuals are not to be shunned.“There is still so much of stigma attached with HIV positives. Such interaction, apart from giving the HIV positive kids a little bit of joy during the festival, is also a platform where we make an effort to change the attitude of the future nurses about these patients,” said Sarkar.This is the third year the college has organized the ‘joy of giving’. The staff and students pooled in for the project. The students also put up a show for the children.","['kids', 'cheer', 'hospital', 'hiv', 'college', '100', 'puja', 'parents', 'positive', 'brings', 'students', 'staff', 'children', 'nursing', 'nnp', 'joy']","My two sons and I are also HIV positive.
Like other kids they were looking forward for new clothes, which I was unable to afford.
Majority of these children got infected from their parents while few are thalassemic and got the virus during blood transfusions.
Most are orphans as their parents have succumbed to AIDS.“There are about 400 children under NNP+, many of whom have lost their parents to AIDS.
Principal Dr Subrata Sarkar hugged the children, shook hands and mixed with them, sending a message to students that HIV positive individuals are not to be shunned.“There is still so much of stigma attached with HIV positives.",1
708,7-10-2014,[],https://static.toiimg.com/photo/msid-47529300/47529300.jpg,"Panaji: Though statistics provided by the Goa state AIDS control society (GSACS) depict a gradual decline in the number of HIV and AIDS cases in Goa over the last five years, GSACS has stepped up its efforts to reduce the number HIV/AIDS cases in the state even further.Last year, 532 cases of HIV were registered in the state compared to 959 cases in 2009. A similar trend has been observed among AIDS patients with only 51 cases registered in 2013 compared to 184 cases registered in 2009. A total of 1,040 persons have succumbed to the deadly virus since 1989, when HIV was first detected in Goa. But, this is only the reported figure, while the actual number would be higher as HIV-related deaths at home or private hospitals are not reflected in the above figures. GSACS project director Dr Vandana Patankar said that they have increased the number of anti-retroviral treatment (ART) centres in Goa. Earlier, there was only one main ART centre at the Goa medical college, Bambolim; but, in recent years, GSACS has set up link ART centres at Asilo hospital, Mapusa, Hospicio hospital, Margao, sub-district hospital, Ponda and cottage hospital, Chicalim.Patankar revealed plans of upgrading the link ART centre at the Hospicio, Margao, to facility-integrated ART centre. This means that there will be a doctor and nurse at the centre and patients from South Goa need not travel to GMC for the initial CD4 test. He also mentioned of another link ART centre that has been approved for the Curchorem community health centre.GSACS has tied up with nine NGOs to execute 16 projects in Goa to combat HIV/AIDS. These NGOs work with high risk groups like commercial sex workers, drug users, gay men, truckers, etc. GSACS is now adding two more projects with the focus on migrants.Another new measure is towards HIV positive pregnant women. Earlier, these women were treated only at the time of delivery. Now, such cases will be provided life-long ART treatment and the child will be given treatment for at least six months depending on whether it is HIV positive or negative. “Presently, the mother to child HIV transmission percentage is about 2.5%. We want to make it zero,” Patankar said.He also informed of another new initiative of setting up a new opiad substitution therapy centre at Hospicio, Margao. This centre is meant to wean drug addicts who use injections from syringes to oral drugs which are less addictive. Presently, there is only one such centre at Calangute which is run by an NGO.GSACS is also adding one more ICTC (integrated counselling and testing centres) at Ponda. It already has 14 such centres all over Goa including three especially for expectant mothers. The National AIDS Control Organisation (NACO) has sanctioned 7.55 crore for GSACS to conduct its programmes this year, but the amount is yet to be released, Patankar added.","['aids', 'hospital', 'hiv', 'declining', 'steps', 'cases', 'encouraged', 'art', 'efforts', 'centres', 'centre', 'goa', 'number', 'gsacs']","Panaji: Though statistics provided by the Goa state AIDS control society (GSACS) depict a gradual decline in the number of HIV and AIDS cases in Goa over the last five years, GSACS has stepped up its efforts to reduce the number HIV/AIDS cases in the state even further.Last year, 532 cases of HIV were registered in the state compared to 959 cases in 2009.
A similar trend has been observed among AIDS patients with only 51 cases registered in 2013 compared to 184 cases registered in 2009.
A total of 1,040 persons have succumbed to the deadly virus since 1989, when HIV was first detected in Goa.
GSACS project director Dr Vandana Patankar said that they have increased the number of anti-retroviral treatment (ART) centres in Goa.
GSACS is now adding two more projects with the focus on migrants.Another new measure is towards HIV positive pregnant women.",2
709,8-10-2014,['Kounteya Sinha'],"https://static.toiimg.com/thumb/msid-44191037,width-1070,height-580,imgsize-1,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg","LONDON: Over 30 years after it first emerged and has since infected over 75 million people, scientists have finally pinpointed from where exactly HIV emerged.

A genetic analysis of thousands of individual viruses has confirmed beyond reasonable doubt that HIV first emerged in Kinshasa, the capital of the Belgian Congo, in about 1920 from where it spread thanks to the colonial railway network to other parts of central Africa.Scientists have nailed the origin of the Aids pandemic to a colonial-era city — then called Leopoldville which was then the biggest urban centre in Central Africa including a market in wild “bush meat” captured from the nearby forests.A “perfect storm” of factors then led to the virus’ spread in the human population.UNAIDS estimates that 35 million people were living with HIV in the world at the end of 2013.Scientists from University of Oxford said, “Thirty years after the discovery of HIV-1, the early transmission, dissemination and establishment of the virus in human populations remain unclear. Using statistical approaches applied to HIV-1 sequence data from central Africa, we show that from the 1920s Kinshasa (in what is now the Democratic Republic of Congo) was the focus of early transmission and the source of pre-1960 pandemic viruses elsewhere. Location and dating estimates were validated using the earliest HIV-1 archival sample, also from Kinshasa. Our results reconstruct the early dynamics of HIV-1 and emphasize the role of social changes and transport networks in the establishment of this virus in human populations.”Vendors sell their products beside a railroad track in Kinshasa, Zaire (File photo via Getty Images)The breakthrough was possible due to a new, sophisticated analysis of hundreds of genetic sequences of HIV from different time points and locations.The researchers also note that 13 documented cases exist of different simian viruses jumping from chimpanzees, gorillas and monkeys into humans, but only one — known has HIV-1 group M — sparked a global epidemic. They show that group M and another strain, group O, expanded at the same rate until about 1960, but then group M nearly tripled its rate of spread. Possible reasons include public health campaigns that had contaminated needles and an increase in the number of clients of sex workers.“For the first time we have analysed all the available evidence using the latest phylogeographic techniques, which enable us to statistically estimate where a virus comes from,” said Professor Oliver Pybus of Oxford University. “This means we can say with a high degree of certainty where and when the HIV pandemic originated.”“Kinshasa at that time was growing fast, it was the biggest city in central Africa at that time and was very well connected to the rest of the Congo,” said Nuno Faria of Oxford.“Data from colonial archives tells us that by the end of the 1940s over one million people were travelling through Kinshasa on the railways each year. Our genetic data tells us that HIV very quickly spread across Congo, a country the size of Western Europe,” Dr Faria said.“Our research suggests that following the original animal-to-human transmission of the virus, probably through the hunting or handling of bush meat , there was only a small window during the Belgian colonial era for this particular strain of HIV to emerge and spread into a pandemic,” Professor Pybus said.“By the 1960s, transport systems such as the railways that enabled the virus to spread vast distances were less active, but by that time the seeds of the pandemic were already sown across Africa and beyond,” he said.","['location', 'hiv1', 'kinshasa', 'pandemic', 'hiv', 'viruses', 'scientists', 'pinpointed', 'virus', 'spread', '30', 'congo', 'exact', 'central', 'appearance', 'hivs', 'group', 'africa']","LONDON: Over 30 years after it first emerged and has since infected over 75 million people, scientists have finally pinpointed from where exactly HIV emerged.
Using statistical approaches applied to HIV-1 sequence data from central Africa, we show that from the 1920s Kinshasa (in what is now the Democratic Republic of Congo) was the focus of early transmission and the source of pre-1960 pandemic viruses elsewhere.
Location and dating estimates were validated using the earliest HIV-1 archival sample, also from Kinshasa.
They show that group M and another strain, group O, expanded at the same rate until about 1960, but then group M nearly tripled its rate of spread.
Possible reasons include public health campaigns that had contaminated needles and an increase in the number of clients of sex workers.“For the first time we have analysed all the available evidence using the latest phylogeographic techniques, which enable us to statistically estimate where a virus comes from,” said Professor Oliver Pybus of Oxford University.",0
